No,Username,Rating,Waktu,Ulasan Text,Teks_Clean,Sentimen
207,saanissaa,5,2025-10-02 08:11,Rasa: lezat Tekstur: lembut Kegunaan: cocok bikin kue,lezat tekstur lembut guna cocok bikin kue,Positif
208,azizarahma2101,5,2025-10-31 15:44,"Rasa: blm di rasain,tunggu di kirimin dari mertua aja 🤭 Kegunaan: buat bolu mertua",blm rasain tunggu kirimin mertua aja guna bolu mertua,Positif
209,dewikunthi88,5,2025-07-11 18:02,"Order yg ke 2kalinya karena paling murah,dan rasa kue nya jadi ga krenyes2 bangett enakk",order yg kali murah kue ga krenyes bangett enakk,Positif
210,widaazahrahidham,5,2025-09-21 17:37,Rasa: enak bgt Tekstur: lembut Kegunaan: cocok untuk makanan yg lezat,bgt tekstur lembut guna cocok makan yg lezat,Positif
211,d*****4,5,2026-02-11 21:30,Tepung ketan hitam atau keju manis ya mas hehe makasih infonya mbak wkwk tapi saya juga pernah nyoba sih enak kok mas wkwk cuma emang gak,tepung ketan hitam keju manis mas hehe makasih info mbak wkwk nyoba sih mas wkwk emang gak,Positif
212,a*****y,5,2025-06-22 18:59,"Sesuai dengan selera, thankyou seller dan abang kurir, sukses selalu",sesuai selera thankyou seller abang kurir sukses,Positif
213,k1204010100356,5,2025-06-19 16:26,Seenak ituhhhh Ini aku udh co lagi langsung beli dua,enak ituhhhh udh co beli,Positif
214,karinasafana,5,2022-06-10 16:48,"Jenis: tepung Harga: standar Kualitas: bagus Udh di coba bikin boku ketan, enak, tp anak Q g suka",jenis tepung harga standar kualitas bagus udh coba bikin boku ketan tp anak suka,Positif
215,sintaikahapsari,5,2025-06-19 20:11,"Barang sesuai pesanan, kualitas ok",barang sesuai pesan kualitas ok,Positif
216,nyomanyudiarta76,5,2025-06-16 15:14,Rasa: memuaskan Tekstur: lembut,muas tekstur lembut,Positif
217,w*****_,5,2025-10-26 17:16,Rasa: ketan hitam Tekstur: lembut seperti tepung Kegunaan: untuk membuat kue boltem,ketan hitam tekstur lembut tepung guna kue boltem,Positif
218,suharti12april,5,2026-03-14 18:19,"Terimakasih banyak atas pengirimannya 👍👍 semoga semakin bertambah sukses laris manis dan berkah usahanya, aamiin",terimakasih kirim moga tambah sukses laris manis berkah usaha aamiin,Positif
219,a*****1,5,2022-05-28 18:42,Jenis: bubuk Harga: tetjangkau Kualitas: ok Langgan ajj Next order lagi 🙏🙏,jenis bubuk harga tetjangkau kualitas ok langgan ajj next order,Positif
220,uunmaharanis,5,2026-02-20 13:56,"Tepungnya tidak kasar, halus sekali Rasa enak Aroma sedap",tepung kasar halus aroma sedap,Netral
221,a*****i,5,2025-07-30 19:31,alhamdulillah sudah sampai... jadi bisa bikin kue bolu lumer 1 m4m4ica,alhamdulillah bikin kue bolu lumer mmica,Positif
222,m4m4ica,5,2025-12-17 19:19,Selalu berlangganan beli tepung disini... Enak tidak bau dan hitam pekat,langgan beli tepung bau hitam pekat,Netral
223,meilaningsih1305,5,2022-03-18 12:40,Jenis: baik Harga: ok Kualitas: baik,jenis harga ok kualitas,Positif
224,14fitrimariana,5,2025-06-08 13:16,Mantap sesuai dengan keinginan anda dan kami ucapkan banyak terima kasih atas kunjungan Anda selamat,mantap sesuai ucap terima kasih kunjung selamat,Netral
225,yellysany,5,2025-08-31 11:06,Rasa: enak Tekstur: lembut Kegunaan: cake ketan hitam Sudah 2x beli di sini dapat harga murah tapi kualitas sama dgn yg harga mahal Update Penilaian Tepung ketan hitam ini harganya ekonomis tapi kualitas ok seperti yg harganya mahal,tekstur lembut guna cake ketan hitam beli harga murah kualitas dgn yg harga mahal update nilai tepung ketan hitam harga ekonomis kualitas ok yg harga mahal,Netral
226,t*****2,5,2025-08-07 19:15,"Brg cepat sampai baru pertama kali beli ini, semoga gorengan enak dan krispi.",brg cepat beli moga goreng krispi,Positif
227,nurul.irawat1,5,2022-03-17 19:28,"Jenis: Tepung Harga: 6 ribuan Kualitas: baik Paket sampai dengan aman sesuai pesanan,tapi expired nya ga keliatan euy",jenis tepung harga ribu kualitas paket aman sesuai pesan expired ga liat euy,Positif
228,theresiainawati157,5,2025-08-02 21:26,Rasa: enak dan aromanya wangi Tekstur: lembut Kegunaan: buat cake Cocok dengan merk yg ini,aroma wangi tekstur lembut guna cake cocok merk yg,Positif
229,nandamoethy,5,2025-06-20 22:14,Kalo bgus aku order yg banyak yah Kaka dsni Packing aman  meskipun pakai plastik tapi alhamdulilah selamat sampai sini,kalo bgus order yg yah kaka dsni packing aman pakai plastik alhamdulilah selamat,Negatif
230,ekaerwana237,5,2025-06-10 20:12,Rasa: meemuaskan Kegunaan: cocok bikin bolu Tekstur: bagus pas,meemuaskan guna cocok bikin bolu tekstur bagus pas,Positif
231,kusnulf,5,2025-12-26 16:57,Suka bgt bagus banget pokoknya Sukses trs toko nya amanah terus dan lari manis terusss🥰🥰,suka bgt bagus banget pokok sukses trs toko amanah lari manis terusss,Positif
232,tantie_18,5,2025-10-17 23:48,"Hasil kue nya jadi wangii, suka 👍",hasil kue wangi suka,Positif
233,a*****0,5,2026-04-26 22:29,Lebih enak dr merk 1 lg yg pernah dcoba. Pulen gt dibikin bolu kukus,dr merk lg yg dcoba pulen gt bikin bolu kukus,Positif
234,Langganan,5,2022-04-16 16:49,barang bagus cepat sampai kualitas oke harga murah pokoknya juara,barang bagus cepat kualitas oke harga murah pokok juara,Positif
235,githabitaufik3,5,2025-10-25 10:55,"Selalu puas, packing aman,,, udh langganan beli disni",puas packing aman udh langgan beli disni,Positif
236,paramastri03,5,2025-09-14 04:19,"Buat bikin bolu, wanginya jadi lebih enak",bikin bolu wangi,Positif
237,u*****e,5,2025-07-29 07:15,Baru pertama x coba. Jadi belum tau hasilnya enal atau tidak. Bagus atau tidak. Kalau hasil nya bagus next order lagi  1 jalebiprasad,coba tau hasil enal bagus hasil bagus next order jalebiprasad,Positif
238,jalebiprasad,5,2022-05-18 08:01,Harga: murah Kualitas: bagus,harga murah kualitas bagus,Positif
239,galihaiiu20,5,2025-08-09 17:41,Hitam.pekat legit setelah di masak,hitam pekat legit masak,Positif
240,divat0x,5,2025-07-21 07:54,Rasa: lezat Tekstur: bagus Kegunaan: kue lezat Bagus,lezat tekstur bagus guna kue lezat bagus,Positif
241,hetti_mulyati,5,2025-10-31 18:33,"pengiriman sangat cepat, 1 hari pesan sdh sampai.. terimakasih seller",kirim cepat pesan sdh terimakasih seller,Positif
242,v*****3,5,2025-12-05 12:49,Rasanya enak lembut bolunya pokoknya rekomended dah yg ke 3 kali beli ditoko ini makasih seller pengirimannya cepat banget,lembut bolu pokok rekomended dah yg beli toko makasih seller kirim cepat banget,Positif
243,albabyshop4,5,2025-07-27 21:58,Rasa: lezat Tekstur: lembut tdk berpasir Kegunaan: membuat kue Warnanya pekat merk ini sukaa sekalii...next order disini terus thank you,lezat tekstur lembut tdk pasir guna kue warna pekat merk sukaa sekali next order thank you,Netral
244,msidik25,5,2025-06-27 18:35,Rasa: enak tidak berpasir Tekstur: tekstur bagus Kegunaan: cocok membuat kue Pengiriman agak lama,pasir tekstur tekstur bagus guna cocok kue kirim,Netral
245,_*****e,5,2025-07-12 13:43,Dibuat bolu ketan hitam enak banget,bolu ketan hitam banget,Positif
246,mulya.filter,5,2025-11-27 15:12,"Rasa: rasanya enak sekali cocok dibuat utk bronis kukus,semua teman mpe tanya beli dimana",cocok utk bronis kukus teman mpe beli mana,Positif
247,mamaiii75,5,2025-07-31 09:04,"Sudah sampai, aman no bocor bocor, semoga enak buat bikin kue"" ...harga terjangkau dan exp masih aman .. 1 boahancock06",aman no bocor bocor moga bikin kue harga jangkau exp aman boahancock,Netral
248,boahancock06,5,2025-06-19 15:11,"Tepungnya enak, ga bau. Murah juga makasiiii 🥰🫶🏻",tepung ga bau murah makasiiii,Netral
249,k*****1,5,2026-01-16 12:58,Tepung ketan bummi tanni mantul legit no debat😍😍😍,tepung ketan bummi tanni mantul legit no debat,Positif
250,queenabell_corner,5,2026-05-07 06:44,"Bagus buat bikin kue ,,, lembutb",bagus bikin kue lembutb,Positif
251,leniprastyanii,5,2026-02-20 21:44,"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",tekstur bagus guna kue alhamdulillah paket sdh kirim cpt packing rapih hrga oke barang realpict terimakasih seller,Positif
252,nurulhaniyah017,5,2025-08-03 08:38,Rasa: enak Tekstur: lembut Kegunaan: bolu ketan hitam Terimakasih seller,tekstur lembut guna bolu ketan hitam terimakasih seller,Positif
253,Langganan,5,2022-04-16 18:55,pengiriman sngat cpat .,kirim sngat cpat,Positif
254,theresiainawati157,5,2025-07-28 18:10,Blm dicoba...bungkusnya bocor ...,blm coba bungkus bocor,Negatif
255,theresiainawati157,5,2025-07-28 18:10,Blm dicoba...bungkusnya bocor,blm coba bungkus bocor,Negatif
256,k1204010100356,5,2025-06-19 16:30,Pesenan ke dua kli nya lngsung 2 😍,sen kli lngsung,Positif
257,d_ariastuti,5,2025-12-17 13:35,Paket sudah sampai. Ketannya rasanya enak dan warnanya juga bagus kalautuk bolj kukus. Langganam aku suka. Thanks seller dan shopee,paket ketan warna bagus kalautuk bolj kukus langganam suka thanks seller shopee,Positif
258,vannyseptia29,5,2026-04-21 12:37,Akhirnya datang jugaa.. Makasiiii,jugaa makasiiii,Positif
259,nandamoethy,5,2025-07-15 20:29,Langganan pokoknya kak maksii ya kak sudah amanah,langgan pokok kak maksi kak amanah,Positif
260,mirmagadis30,5,2025-07-01 20:49,Semoga enak nanti di bikin bolu..,moga bikin bolu,Positif
261,d*****e,5,2025-07-25 08:34,Mntp pisan pokonyaaa😍,mntp pis pokonyaaa,Positif
262,duwiisharyanti,5,2025-07-05 12:51,Rasa: enak Tekstur: lembut Kegunaan: untuk buat bolu,tekstur lembut guna bolu,Positif
263,magda99,5,2025-06-20 13:42,"Premium. Belum coba si, besok baru mau baking",premium coba si besok baking,Positif
264,leniprastyanii,5,2026-04-24 17:40,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",tekstur lembut alhamdulillah paket sdh kirim cpt packing rapih hrga oke barang realpict terimakasih seller,Positif
265,murilia69,5,2025-06-22 11:54,"Bikin yg lagi viral,,enak juga pake merk ini,thank u seller",bikin yg viral pake merk thank seller,Positif
266,peni021,5,2025-07-07 17:09,"Meskipun beki 1 tetep dikirim dong packingnya aman banget lagi,,, makasih ya min",bek tetep kirim packingnya aman banget makasih min,Positif
267,muhammadvirza033,5,2025-07-09 19:42,Makasih banget d kirimnya sangat cepat.,makasih banget kirim cepat,Positif
268,d*****4,5,2025-09-14 09:19,"Aku suka beli disini, rasanya enak, warnanya juga bener bener gelap, cantik banget hasilnya",suka beli warna bener bener gelap cantik banget hasil,Positif
269,my_hilyah,5,2025-07-07 19:13,Bagus tepung ketan nya,bagus tepung ketan,Positif
270,dinafw796,5,2026-02-08 12:56,"Rasa: enak,ga tengik Tekstur: bagus Kegunaan: kue Pembelian ke-2,memuaskan Respon cepat,produk kualitas pun sangat bagus",ga tengik tekstur bagus guna kue beli muas respon cepat produk kualitas bagus,Netral
271,umastore88.id,5,2025-09-09 17:39,Rasa: enak tepunya ga apek fres,tepu ga apek fres,Netral
272,e*****9,5,2025-07-28 07:36,Pengiriman cepat. Packing aman. Harga murah. Kualitas ok. Recommended. Makasih seller,kirim cepat packing aman harga murah kualitas ok recommended makasih seller,Positif
273,e*****9,5,2025-07-28 07:51,Pengiriman cepat. Packing aman. Harga murah. Kualitas ok. Recommended. Makasih seller 1 d*****3,kirim cepat packing aman harga murah kualitas ok recommended makasih seller,Positif
274,d*****3,5,2025-08-11 20:10,Rasa: Ok Tekstur: Bagus Kegunaan: Buat kue,ok tekstur bagus guna kue,Positif
275,a*****n,5,2025-06-19 15:29,"Rasa: ok Tekstur: ok Kegunaan: pas bgt buat bolu terima kasih kaka seller, paket sudah sampai dengan baik, lengkap, cepat... alhamdulillah",ok tekstur ok guna pas bgt bolu terima kasih kaka seller paket lengkap cepat alhamdulillah,Positif
276,s*****i,5,2025-10-26 19:47,Enak gak bikin perut gak nyaman Smoga amanah trus Mkasih seller Berkah selalu,gak bikin perut gak nyaman smoga amanah trus mkasih seller berkah,Positif
277,pe5tf2s63j,5,2025-06-29 09:56,"Produk sesuai pesanan tp blm di coba semoga bagus ya,dan smp dlm keadaan baik.",produk sesuai pesan tp blm coba moga bagus smp dlm,Positif
278,nurul2502,5,2025-07-15 19:55,Barang sesuai 👍,barang sesuai,Positif
279,a*****n,5,2025-07-11 21:57,"Rasa: ok Tekstur: ok Kegunaan: ok terima kasih kakak seller paket sudah sampai dengan baik, aman, lengkap, alhamdulillah",ok tekstur ok guna ok terima kasih kakak seller paket aman lengkap alhamdulillah,Positif
280,linda_yana_budiman,5,2025-12-17 05:03,Rasa: ok Tekstur: ok Kegunaan: ok Ok,ok tekstur ok guna ok ok,Positif
281,giskaestynara,5,2025-07-21 20:48,Rasa: belom tau Semoga sesuai ekspektasi,bom tau moga sesuai ekspektasi,Positif
282,d*****i,5,2022-06-10 18:58,"Maaf saya kasi bintang 3, krn gak kelihatan tgl exp. 1 saputra_aan",maaf kasi bintang krn gak tgl exp saputra aan,Positif
283,saputra_aan,5,2025-08-11 15:18,Rasa: pas Tekstur: lembut Kegunaan: lezat,pas tekstur lembut guna lezat,Positif
284,d_ariastuti,5,2026-02-26 16:32,Paket diterima. Thanks seller dan shopee,paket terima thanks seller shopee,Positif
285,jastipsaudi,5,2025-06-18 13:09,alhamdulillah terimakasih banyak barang sudah sampai dengan aman 1 vitriadewibinawati518,alhamdulillah terimakasih barang aman vitriadewibinawati,Positif
286,j*****a,5,2025-06-06 17:16,Semoga kedepannya packagingnya bisa lebih baik,moga depan packagingnya,Positif
287,v*****o,5,2025-08-07 15:51,Rasa: ok Tekstur: kenyal Kegunaan: ok,ok tekstur kenyal guna ok,Positif
288,ica221,5,2025-08-23 04:50,Produk: Barang rusak Maaf ku kasih bintang 2 dlu soalnya barang pecah bubble wrapnya PELIT BETUL. Lain kali klo ngirim sejenis tepung begitu bubble wrapnya di tebalin jgn pelit* 1 t*****2,produk barang rusak maaf ku kasih bintang dlu barang pecah bubble wrapnya pelit klo ngirim jenis tepung bubble wrapnya tebalin jgn pelit,Negatif
289,t*****2,5,2025-08-08 05:20,"Produk: Kualitas buruk Warna nya pucet bgt abu2, pertama kali beli disini bagus warna nya hitam terus pas beli banyak kedua kali warna nya gini semua Update Penilaian 1 n0xlput",produk kualitas buruk warna pucet bgt abu beli bagus warna hitam pas beli warna gin update nilai nxlput,Netral
290,n0xlput,5,2025-08-02 16:58,Terimakasih seller and kurir Paketnya sampai dengan selamat Semoga selalu baik dan makin baik,terimakasih seller and kurir paket selamat moga,Negatif
291,erma46253,5,2025-08-03 15:39,Harga murmer...,harga murmer,Positif
292,l*****a,5,2025-10-26 18:09,Rasa: ok Tekstur: lembut Kegunaan: utk membuat kue Barang pesanan sudah diterima. Reapon seller baik.,ok tekstur lembut guna utk kue barang pesan terima reapon seller,Positif
293,z*****z,5,2023-09-24 19:56,"Sangat memuaskan , 1 milo.dancow",muas milo dancow,Positif
294,milo.dancow,5,2025-10-30 20:52,"Kirain 500gram ternyata cm 250 gram, aku slh baca😔",kirain gram cm gram slh baca,Positif
295,y*****8,5,2025-11-08 21:28,Kakak bagus si hanya saja kemasannya ada bocor 1.,kakak bagus si kemas bocor,Netral
296,z*****z,3,2023-09-24 19:56,"Sangat memuaskan ,",muas,Netral
297,n*****a,5,2026-06-14 17:02,Tekstur: lembut tdk berpasir Rasa: rasa yg khas Rasakan: untuk bolu ketan hitam dan selalu enak Sdh sering repeat order. Dan selalu enak untuk bolu ketan hitam,tekstur lembut tdk pasir yg khas rasa bolu ketan hitam sdh repeat order bolu ketan hitam,Netral
298,muthins,5,2026-01-24 00:59,Rasa: enakk Tekstur: ga seret di mulut Kegunaan: cocok buat bikin bolu ketan,enakk tekstur ga seret mulut guna cocok bikin bolu ketan,Positif
299,shafira8,5,2026-03-10 17:03,"Rasakan: saat dibuka ternyata bagian bawahnya robek, robek saat didalam plastik beningnya Produk: Barang rusak",rasa buka bawah robek robek dalam plastik bening produk barang rusak,Negatif
300,b*****6,5,2026-03-26 23:19,Tekstur: cocok teksturnya lembut Rasa: enak rasa tepungnya gurih & manis Rasakan: rasanya manis enak Sudah tidak udh diragukan lagi tepung ketan yg cocok untuk jualan saya & suguhan keluarga saya..thanks dikirim cepat & aman,tekstur cocok tekstur lembut tepung gurih manis rasa manis udh ragu tepung ketan yg cocok jual suguh keluarga thanks kirim cepat aman,Positif
301,tiafatmaarga,5,2026-01-21 18:26,Rasa: belum di coba Tekstur: bagus dan kadaluarsa nya masih lama Kegunaan: untuk membuat kue bolu,coba tekstur bagus kadaluarsa guna kue bolu,Netral
302,fransiscussitepu,5,2026-05-25 08:13,"Tekstur: halus dan lembut Rasa: rasanya murni ketan hitam Rasakan: sudah coba dua kali tp rasa tetap enak, legit dan lembut... Ini adalah pembelian kedua, saya suka, semoga rasa dan teksturnya tidak berubah... Terimakasih seller",tekstur halus lembut murni ketan hitam rasa coba tp legit lembut beli suka moga tekstur ubah terimakasih seller,Positif
303,s*****5,5,2026-01-26 20:33,"Rasa: enak Tekstur: lembut Kegunaan: bolu ketan lumer yang lembut , enak, & cantik...",tekstur lembut guna bolu ketan lumer lembut cantik,Positif
304,aw389d478a,5,2026-01-24 14:16,Tepung murah meriah rasa enak dan mantap terima kasih seller berkah barokah,tepung murah riah mantap terima kasih seller berkah barokah,Positif
305,y*****y,5,2025-11-12 11:21,"Rasa: ketan Tekstur: halus Kegunaan: untuk kue Dapat harga murah dong karna punya diskon, pengirimannya sangat cepat. Produk bagus top amanah tokonya",ketan tekstur halus guna kue harga murah karna diskon kirim cepat produk bagus top amanah toko,Positif
306,b3ll3maison,5,2025-10-25 17:11,Rasa: enak dibikin bolu Tekstur: halus kayak tepung biasa Kegunaan: cocok buat kue bolu kukus ketan itam,bikin bolu tekstur halus kayak tepung guna cocok kue bolu kukus ketan itam,Positif
307,a*****d,5,2025-08-21 10:20,"Bagus, enak, hitam pekat, rekomended. Tp ngirimnya agak lama huhu. Thnkyu seller.",bagus hitam pekat rekomended tp ngirimnya huhu thnkyu seller,Netral
308,s*****t,5,2025-08-20 20:06,"Bagus, packing ok. Pengiriman lumayan cepat. kurir baik. Thanks",bagus packing ok kirim lumayan cepat kurir thanks,Positif
309,lifwid,5,2025-11-01 10:35,"Packing aman, tepung ketan asli tanpa campuran apapun, rekomendasi",packing aman tepung ketan asli campur apa rekomendasi,Positif
310,asniyati2511,5,2025-10-25 14:32,Alhamdulillah paket sudah sampai pengiriman lumayan cepat sudah order yang kedua kalinya,alhamdulillah paket kirim lumayan cepat order kali,Positif
311,n*****i,5,2025-11-11 20:33,Rasa: enak Tekstur: lembut Kegunaan: untuk membuat kue Alhamdulillah paket sudah nyampe kemasan rapi rasanya enak tekstur lembut berguna untuk membuat kue,tekstur lembut guna kue alhamdulillah paket nyampe kemas rapi tekstur lembut guna kue,Positif
312,i*****4,5,2025-11-29 15:47,"Rasa: sangat lezat dan memuaskan Tekstur: tekstur yg sangat bagus Kegunaan: cocok. untuk membuat kue Pengiriman cepat, dapat harga murah.. Rasa kue nya lezat",lezat muas tekstur tekstur yg bagus guna cocok kue kirim cepat harga murah kue lezat,Positif
313,gitadp,5,2025-11-02 13:14,"Cocok Untuk: baking Kualitas: baik Rasanya enak dibanding merk lain, mungkin karna ada proses oven sebelumnya, Saya sudah 5x co di toko ini, semoga harganya stabil dan rasanya tetap berkualitas..",cocok baking kualitas banding merk karna proses oven co toko moga harga stabil kualitas,Positif
314,leniprastyanii,5,2025-11-02 09:29,"Kualitas: ok Cocok Untuk: kue Alhamdulillah paket sdh diterima, packing lumayam rapi, pengiriman cpt, hrga oke, blm dicoba baru pertama kali beli semoga rasanya enakk. Terimakasih seller",kualitas ok cocok kue alhamdulillah paket sdh terima packing lumayam rapi kirim cpt hrga oke blm coba beli moga enakk terimakasih seller,Positif
315,0*****v,5,2025-11-02 20:52,Pesanan sudah tiba tepung beras ketan hitam serbaguna untuk kue rasa enak pengemasan aman cepat makasih seller dan tim shopee,pesan tepung beras ketan hitam serbaguna kue emas aman cepat makasih seller tim shopee,Positif
316,p3r3mpu4an,5,2026-03-07 15:09,Alhamdulillah barang sudah sampai dengan selamat dan baik-baik saja tidak ada komentar apa-apa terimakasih atas kerjasama yang baik dan benar,alhamdulillah barang selamat komentar terimakasih kerjasama,Negatif
317,emmaindra26,5,2025-11-11 20:02,"Rasanya enak,, jualan bolu ketan hitam keju lumer aku laris manis, terimakasih seller juga abang kurir nya🙏🙏",jual bolu ketan hitam keju lumer laris manis terimakasih seller abang kurir,Positif
318,musrifaifa323,5,2026-03-07 17:52,Tekstur: tekstur lembut Rasa: kelihatanya enak Rasakan: baru beli jadi belum mencoba,tekstur tekstur lembut kelihatanya rasa beli coba,Positif
319,r*****g,5,2026-03-18 17:56,"Tekstur: teksturnua lembut Rasa: rasa tepungnya enak dan harum Rasakan: benar enak, harum dan lembut Siangnya paket sampai langsung sorenya dieksekusi bikin bolu ketan hitam keju lumer. Setelah sekian purnama akhirnya ga penasaran lagi. Update Penilaian Siang paketnya sampai, sorenya langsung dieksekusi bikin bolu ketan hitam keju lumer setelah sekian purnama nyari2 tepung ketan hitam di daerah saya ga ada dan ternyata beneran seenak itu apalagi pakai tepung merk ini. Ga ada bau apeknya.. Murah lagi. Bakal langganan deh..",tekstur teksturnua lembut tepung harum rasa harum lembut siang paket sore eksekusi bikin bolu ketan hitam keju lumer sekian purnama ga penasaran update nilai siang paket sore eksekusi bikin bolu ketan hitam keju lumer sekian purnama nyari tepung ketan hitam daerah ga beneran enak pakai tepung merk ga bau apek murah langgan deh,Netral
320,ranti5293,5,2025-11-29 09:16,Maafkan lupa moto tepungnya. Sudah jadi kue hehee.. rasanya enak gak ngeres banget trus wrna hitamnya bagus. Hrganya murah tapi enak. Nnti aku mau order lgi. Kue aku jdi tmbh laku😬😁,maaf lupa moto tepung kue hehee gak ngeres banget trus wrna hitam bagus hrganya murah nnti order lgi kue jdi tmbh,Positif
321,lina911703,5,2025-11-29 13:02,Barang bagus. Pengiriman cepat. Sampai cepat. Respon lumayan. Tengkyuuu..,barang bagus kirim cepat cepat respon lumayan tengkyuuu,Positif
322,d_ariastuti,5,2025-10-25 21:34,Paket sudah sampai. Pengiriman cepat. Semoga rasa kerannya enak dan dagangan aku latis.  jadi bisa repead order lagi. Thanks seller dan shopee,paket kirim cepat moga keran dagang latis repead order thanks seller shopee,Positif
323,a*****a,5,2025-09-16 14:38,Rasa: legit Tekstur: lembut Kegunaan: untuk membuat kue/ bolu MasyaAllah kemarin nyoba beli 4 bungkus sekarang 25 bungkus 👍👍 1 aisyah1007,legit tekstur lembut guna kue bolu masyaallah kemarin nyoba beli bungkus bungkus aisyah,Positif
324,aisyah1007,5,2026-02-22 03:12,Tekstur: baik,tekstur,Positif
325,edhysuhardimanhermawan,5,2025-10-27 16:46,Rasa: ok Tekstur: ok Kegunaan: ok,ok tekstur ok guna ok,Positif
326,rilahfelani,5,2025-11-20 11:53,"Semoga rasa & tekstur cocok di lidah,",moga tekstur cocok lidah,Positif
327,dwisuwono,5,2025-11-11 19:02,Bagus bngt tepingnya,bagus bngt tepingnya,Positif
328,kurniaty09,5,2026-03-12 10:56,Semoga enak ya,moga,Positif
329,rojanaah,5,2025-06-23 10:32,Packing tepungnya sudah terbuka,packing tepung buka,Positif
330,Membantu?,5,2022-11-21 15:24,Kualitas: blm di coba..tp kliatannya ok  banget Cocok Untuk: bikin bolu Alhamdulilah paketannya dah sampe dengan selamat dan pengirimannya rapi..semoga amanah dan lancar terus untuk tokonya  penjual yg baik..trima kasi sopee ada aplikasi km sangat22 membantu  5 anafocke1990,kualitas blm coba tp kliatannya ok banget cocok bikin bolu alhamdulilah paket dah sampe selamat kirim rapi moga amanah lancar toko jual yg trima kasi sopee aplikasi km bantu anafocke,Netral
331,anafocke1990,5,2022-03-27 10:43,Jenis: TEPUNG KETAN HITAM Harga: MURAHHHH Kualitas: BELUM TAU BELUM PERNAH COBA MERK INI  2 564nur173,jenis tepung ketan hitam harga murahhhh kualitas tau coba merk nur,Positif
332,564nur173,5,2025-07-18 12:26,"Rasa: blm dicoba Tekstur: lembut Kegunaan: berbagai keperluan masak Barang diterima dalam kondisi baik, packing aman pakai bubble wrap, sesuai pesanan,semoga rasanya enak,next beli lagi  1 bcn2v46kah",blm coba tekstur lembut guna perlu masak barang terima kondisi packing aman pakai bubble wrap sesuai pesan moga next beli bcnvkah,Positif
333,bcn2v46kah,5,2023-05-03 18:29,"Paketnya sdh sampai, blm dcoba sptnya bagus, pengiriman jg cepat trmksh seller dan kurir  ...",paket sdh blm dcoba sptnya bagus kirim jg cepat trmksh seller kurir,Positif
334,Anonymous,5,2022-11-21 15:24,Kualitas: blm di coba..tp kliatannya ok  banget Cocok Untuk: bikin bolu Alhamdulilah paketannya dah sampe dengan selamat dan pengirimannya rapi..semoga amanah dan lancar terus untuk tokonya  penjual yg baik..trima kasi sopee ada aplikasi km sangat22 membantu,kualitas blm coba tp kliatannya ok banget cocok bikin bolu alhamdulilah paket dah sampe selamat kirim rapi moga amanah lancar toko jual yg trima kasi sopee aplikasi km bantu,Netral
335,ekokurniawan20,5,2025-08-11 00:18,"Rasa: belum nyoba Tekstur: lembut Kegunaan: bikin bolu Pengiriman cepat, rencana mo bikin bolu caramel ketan hitam, semoga cocok dengan yang diinginkan",nyoba tekstur lembut guna bikin bolu kirim cepat rencana mo bikin bolu caramel ketan hitam moga cocok,Positif
336,dwi_agustina7sj,5,2025-12-15 10:31,"Rasa: blom dicoba semoga enk ya Tekstur: blom dibuka semoga lembut ga berpasir Kegunaan: cocok buat kue basak ato kering Pingi bikin rukuk2 isi kelapa biasanya spesial rasanya,untung dishopee ada tepung ketan hitam jd lebih praktis ga usah nyelep lagi",blom coba moga enk tekstur blom buka moga lembut ga pasir guna cocok kue basak ato kering pingi bikin rukuk isi kelapa spesial untung dishopee tepung ketan hitam jd praktis ga nyelep,Netral
337,cantikasalonmalang,5,2025-07-23 14:49,"Rasa: blm di coba Kegunaan: bahan kue Alhamdulilah pesanan sdh sampai, paking aman, siap bikin kue. Trimakasih",blm coba guna bahan kue alhamdulilah pesan sdh paking aman bikin kue trimakasih,Positif
338,fransiscussitepu,5,2025-08-22 12:49,"Rasa: blom dicoba... Tekstur: halus Kegunaan: sebagai bahan kue bolu ketan hitam Terimakasih seller barang sdh diterima dalam kondisi baik, semoga berkah ya...",blom coba tekstur halus guna bahan kue bolu ketan hitam terimakasih seller barang sdh terima kondisi moga berkah,Positif
339,zhetisya06,5,2025-08-08 17:01,"Rasa: belum di coba Tekstur: halus Kegunaan: buat kue Ternyata ukurannya kecil , expired Juli",coba tekstur halus guna kue ukur expired juli,Positif
340,donikaysani,5,2025-07-29 13:59,Rasa: belum di coba Tekstur: halus Kegunaan: adonan kue Barang sesuai pesanan. Semoga enak kalau sudah di masak  1 yayuklovesadewo,coba tekstur halus guna adon kue barang sesuai pesan moga masak yayuklovesadewo,Positif
341,yayuklovesadewo,5,2025-07-25 18:09,"Rasa: tepung ketan hitam,blm coba Tekstur: lembut halus Kegunaan: baik utk buat mcm2 kue Alhamdulillah,tepung ketan hitam SDH smpe,agak lama sih,tp aman,pak kurir makasih,",tepung ketan hitam blm coba tekstur lembut halus guna utk mcm kue alhamdulillah tepung ketan hitam sdh smpe sih tp aman kurir makasih,Netral
