No,Username,Rating,Waktu,Ulasan_Bersih,Sentimen
451,nandamoethy,5,2025-06-30 08:06,ketan hitam bagus banget warna hitam pekat manul makasii kak,Positif
452,nienieng,5,2025-06-26 15:56,kualitas bagus banget cocok bolu beli kali pokok recommended banget toko tepung ketan hitam,Positif
453,niazulhakimi,5,2025-06-29 17:46,sampenya alhamdulillah ga yg bocor aman thanx seller shope kurir,Negatif
454,a*****a,5,2025-06-16 22:57,tekstur lembut guna kue bolu keran brasa banget,Positif
455,susitriliyanti,5,2025-07-05 21:18,tekstur lembut tdk pasir guna bolu tdk bau apek tdk pasir langgan utk,Netral
456,ik_yuni_rahmawati,5,2025-06-12 10:12,khas pas tidaj manis tekstur halus khas beda dg brownies tepung guna cocok umtuk browmies kukus harga murah banding seller thanks,Positif
457,momentreseller,5,2025-07-05 09:21,ketan hitam tekstur lembut guna cocok kue bahan ketan hitam terimakasih ka admin paket tepung ketan cepat amanah dlm cepat proses order,Positif
458,u*****a,5,2025-06-30 13:19,tekstur lembut guna bikin kue tepung ny so far sesuai fresh cm kirim krn lg viral trs stok ny abis,Netral
459,t*****e,5,2025-07-01 19:21,tekstur lembut guna untum bolu ketan terimakasih seller next order toko,Positif
460,usitmaulida,5,2025-07-08 11:00,tekstur guna peking aman cepat,Positif
461,i*****b,5,2025-07-09 09:41,enakk tekstur lembut guna cocok bolu ketan tepung ketan beda yg ketan lembut wangi,Positif
462,dedecholis,5,2025-07-02 12:54,lezat tekstur textur yg bagus guna cocok bikin kue blom coba moga hasil bagus kirim cepat trimakasih shopee nex order,Positif
463,novitareviews,5,2025-07-03 20:55,ikut fomo bikin bolu coba mudah hasil sesuai ekspektasi,Positif
464,p*****z,5,2025-06-25 06:57,legit mantap tekstur ga grainy guna bikin bolu ketan ah banget pokok mantul,Positif
465,d*****h,5,2025-06-28 19:47,blm coba tekstur lembut guna bolu alhamdulillah recommended seller trimakasih,Positif
466,fitrisuciawati132,5,2025-07-08 11:05,tekstur lembut pasir guna cocok bolu,Netral
467,7shjesmdg8,5,2025-06-27 05:49,pas lidah manis tekstur lembut kenyal guna cocok kue lezat,Positif
468,d*****0,5,2023-11-14 14:56,cocok cake alhamdulillaah beli toko amanah service cepat packing rapi aman gak bocor terimakasih seller abang kurir moga sehat,Netral
469,stellafelicia420,5,2025-06-16 18:45,muas tekstur milik tekstur bagus guna cocok kue bolu lezat,Positif
470,rosesriani,5,2025-12-18 16:18,alhamdulillah sesuai pesan,Positif
471,e*****i,5,2025-09-17 18:36,tekstur kasar guna bikin kue,Netral
472,annatasya_snack,5,2025-09-18 18:12,murah sih warna tepung abu,Positif
473,k*****g,5,2025-11-25 07:35,udah dateng sih tp coba,Positif
474,asma_laela,5,2025-08-31 21:11,sesuai deakripsi,Positif
475,pocopoco186,5,2025-12-01 18:50,guna ok,Positif
476,arniorchid,5,2025-08-18 11:40,kyk beras tekstur halus guna kueh,Positif
477,y*****d,5,2025-07-11 19:10,makasih murah toko,Positif
478,nurulufah,5,2025-07-05 12:36,pesan moga hasil bagus,Positif
479,cinta_najla_muthya,5,2025-07-05 13:34,bolu,Positif
480,t*****7,5,2025-07-03 22:12,coba,Positif
481,mutiaraayudia.s04,5,2025-07-02 17:33,coba,Positif
482,khusnulmawwan,5,2025-06-29 17:40,coba sesuai order,Positif
483,linaemran20014,5,2025-06-28 14:22,coba,Positif
484,hijrotunnadia,5,2025-06-15 16:23,eksekusi,Positif
